Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
30,0,317,1,2,3,1,548,3,0,43,1,2,4,4,1,6091,24793,2,0,20,4,3,0,11,2,3,5,4,0,2,0
60,0,422,1,7,3,1,549,1,0,41,3,5,6,1,2,19566,3854,5,0,11,3,4,0,33,5,1,29,8,11,10,0
46,0,1485,1,18,3,2,550,3,0,87,3,2,4,3,3,4810,26314,2,0,14,3,3,1,19,5,2,10,7,0,8,0
42,1,1368,1,28,4,5,551,4,0,88,2,2,5,4,2,4523,4386,0,0,11,3,4,3,7,4,4,6,5,0,4,0
24,0,1448,2,1,1,5,554,1,0,62,3,1,7,2,1,3202,21972,1,1,16,3,2,0,6,4,3,5,3,1,4,1
34,1,296,2,6,2,4,555,4,0,33,1,1,7,3,3,2351,12253,0,0,16,3,4,1,3,3,2,2,2,1,0,1
38,1,1490,1,2,2,1,556,4,1,42,3,1,2,4,2,1702,12106,1,1,23,4,3,1,1,3,3,1,0,0,0,0
40,0,1398,2,2,4,1,558,3,0,79,3,5,6,3,2,18041,13022,0,0,14,3,4,0,21,2,3,20,15,1,12,0
26,0,1349,1,23,3,1,560,1,0,90,3,1,3,4,3,2886,3032,1,0,22,4,2,2,3,3,1,3,2,0,2,0
30,2,1400,1,3,3,1,562,3,1,53,3,1,2,4,2,2097,16734,4,0,15,3,3,1,9,3,1,5,3,1,4,0
29,0,986,1,3,4,2,564,2,1,93,2,3,8,3,2,11935,21526,1,0,18,3,3,0,10,2,3,10,2,0,7,0
29,0,408,1,25,5,5,565,3,0,71,2,1,3,2,2,2546,18300,5,0,16,3,2,0,6,2,4,2,2,1,1,1
19,0,489,3,2,2,5,566,1,1,52,2,1,3,4,1,2564,18437,1,0,12,3,3,0,1,3,4,1,0,0,0,1
30,2,1398,2,22,4,6,567,3,0,69,3,3,1,1,2,8412,2890,0,0,11,3,3,0,10,3,3,9,8,7,8,0
57,0,210,2,29,3,4,568,1,1,56,2,4,6,4,3,14118,22102,3,0,12,3,3,1,32,3,2,1,0,0,0,0
50,0,1099,1,29,4,1,569,2,1,88,2,4,6,3,2,17046,9314,0,0,15,3,2,1,28,2,3,27,10,15,7,0
30,2,1116,1,2,3,2,571,3,0,49,3,1,2,4,1,2564,7181,0,0,14,3,3,0,12,2,2,11,7,6,7,0
60,1,1499,2,28,3,4,573,3,0,80,2,3,1,1,2,10266,2845,4,0,19,3,4,0,22,5,4,18,13,13,11,0
47,0,983,1,2,2,2,574,1,0,65,3,2,4,4,3,5070,7389,5,0,13,3,3,3,20,2,3,5,0,0,4,0
46,0,1009,1,2,3,1,575,1,1,51,3,4,8,3,2,17861,2288,6,0,13,3,3,0,26,2,1,3,2,0,1,0
35,0,144,1,22,3,1,577,4,1,46,1,1,2,3,1,4230,19225,0,0,15,3,3,0,6,2,3,5,4,4,3,0
54,0,548,1,8,4,1,578,3,0,42,3,2,2,3,1,3780,23428,7,0,11,3,3,0,19,3,3,1,0,0,0,0
34,0,1303,1,2,4,1,579,4,1,62,2,1,3,3,3,2768,8416,3,0,12,3,3,1,14,3,3,7,3,5,7,0
46,0,1125,2,10,3,4,580,3,0,94,2,3,1,4,2,9071,11563,2,1,19,3,3,1,15,3,3,3,2,1,2,0
31,0,1274,1,9,1,1,581,3,1,33,3,3,4,2,3,10648,14394,1,0,25,4,4,1,13,6,4,13,8,0,8,0
33,0,1277,1,15,1,2,582,2,1,56,3,3,6,3,2,13610,24619,7,1,12,3,4,0,15,2,4,7,6,7,7,1
33,0,587,1,10,1,2,584,1,1,38,1,1,2,4,3,3408,6705,7,0,13,3,1,3,8,2,3,4,3,1,3,1
30,0,413,2,7,1,4,585,4,1,57,3,1,7,2,1,2983,18398,0,0,14,3,1,0,4,3,3,3,2,1,2,0
35,0,1276,1,16,3,1,586,4,1,72,3,3,5,3,2,7632,14295,4,1,12,3,3,0,10,2,3,8,7,0,0,0
31,1,534,1,20,3,1,587,1,1,66,3,3,5,3,2,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0,1
34,1,988,3,23,3,3,590,2,0,43,3,3,3,1,3,9950,11533,9,1,15,3,3,3,11,2,3,3,2,0,2,1
42,1,1474,1,5,2,6,591,2,1,97,3,1,2,3,2,2093,9260,4,0,17,3,4,1,8,4,3,2,2,2,0,0
36,2,635,2,10,4,2,592,2,1,32,3,3,1,4,1,9980,15318,1,0,14,3,4,0,10,3,2,10,3,9,7,0
22,1,1368,1,4,1,5,593,3,1,99,2,1,2,3,1,3894,9129,5,0,16,3,3,0,4,3,3,2,2,1,2,1
48,0,163,2,2,5,4,595,2,0,37,3,2,1,4,2,4051,19658,2,0,14,3,1,1,14,2,3,9,7,6,7,0
55,0,1117,2,18,5,1,597,1,0,83,3,4,6,2,1,16835,9873,3,0,23,4,4,0,37,2,3,10,9,7,7,0
41,2,267,2,10,2,1,599,4,1,56,3,2,1,4,1,6230,13430,7,0,14,3,4,0,16,3,3,14,3,1,10,0
35,0,619,2,1,3,4,600,2,1,85,3,2,1,3,2,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9,0
40,0,302,1,6,3,1,601,2,0,75,3,4,4,3,1,13237,20364,7,0,15,3,3,0,22,3,3,20,6,5,13,0
39,1,443,1,8,1,1,602,3,0,48,3,1,2,3,2,3755,17872,1,0,11,3,1,1,8,3,3,8,3,0,7,0
31,0,828,2,2,1,1,604,2,1,77,3,2,1,4,1,6582,8346,4,1,13,3,3,0,10,2,4,6,5,0,5,0
42,0,319,1,24,3,2,605,4,1,56,3,3,4,1,2,7406,6950,1,1,21,4,4,1,10,5,2,10,9,5,8,0
45,0,561,2,2,3,6,606,4,1,61,3,2,1,2,2,4805,16177,0,0,19,3,2,1,9,3,4,8,7,3,7,0
26,1,426,3,17,4,1,608,2,0,58,3,1,3,3,3,2741,22808,0,1,11,3,2,1,8,2,2,7,7,1,0,1
29,0,232,1,19,3,5,611,4,1,34,3,2,4,4,3,4262,22645,4,0,12,3,2,2,8,2,4,3,2,1,2,0
33,0,922,1,1,5,2,612,1,0,95,4,4,8,3,3,16184,22578,4,0,19,3,3,1,10,2,3,6,1,0,5,0
31,0,688,2,7,3,1,613,3,1,44,2,3,6,4,3,11557,25291,9,0,21,4,3,1,10,3,2,5,4,0,1,0
18,1,1306,2,5,3,4,614,2,1,69,3,1,7,2,1,1878,8059,1,1,14,3,4,0,0,3,3,0,0,0,0,1
40,2,1094,2,28,3,6,615,3,1,58,1,3,1,1,3,10932,11373,3,0,15,3,3,1,20,2,3,1,0,0,1,0
41,2,509,1,2,4,6,616,1,0,62,2,2,5,3,1,6811,2112,2,1,17,3,1,0,10,3,3,8,7,0,7,0
26,0,775,2,29,2,2,618,1,1,45,3,2,1,3,3,4306,4267,5,0,12,3,1,2,8,5,3,0,0,0,0,0
35,0,195,2,1,3,2,620,1,0,80,3,2,1,3,1,4859,6698,1,0,16,3,4,0,5,3,3,5,4,0,3,0
34,0,258,2,21,4,1,621,4,1,74,4,2,1,4,1,5337,19921,1,0,12,3,4,0,10,3,3,10,7,5,7,0
26,0,471,1,24,3,5,622,3,1,66,1,1,2,4,1,2340,23213,1,1,18,3,2,0,1,3,1,1,0,0,0,1
37,0,799,1,1,3,5,623,2,0,59,3,3,4,4,1,7491,23848,4,0,17,3,4,0,12,3,4,6,5,1,2,0
46,1,1034,1,18,1,2,624,1,0,86,3,3,5,3,2,10527,8984,5,0,11,3,4,0,28,3,2,2,2,1,2,0
41,0,1276,2,2,5,1,625,2,0,91,3,4,6,1,2,16595,5626,7,0,16,3,2,1,22,2,3,18,16,11,8,0
37,2,142,2,9,4,2,626,1,1,69,3,3,1,2,3,8834,24666,1,0,13,3,4,1,9,6,3,9,5,7,7,0
52,0,956,1,6,2,5,630,4,1,78,3,2,3,1,3,5577,22087,3,1,12,3,2,2,18,3,3,10,9,6,9,0
32,2,1474,2,11,4,6,631,4,1,60,4,2,1,3,2,4707,23914,8,0,12,3,4,0,6,2,3,4,2,1,2,1
24,1,535,2,24,3,2,632,4,1,38,3,1,7,4,2,2400,5530,0,0,13,3,3,2,3,3,3,2,2,2,1,0
38,0,1495,1,10,3,2,634,3,0,76,3,2,5,3,2,9824,22174,3,0,19,3,3,1,18,4,3,1,0,0,0,0
37,0,446,1,1,4,1,635,2,0,65,3,2,4,2,2,6447,15701,6,0,12,3,2,1,8,2,2,6,5,4,3,0
49,0,1245,1,18,4,1,638,4,1,58,2,5,8,3,3,19502,2125,1,1,17,3,3,1,31,5,3,31,9,0,9,0
24,0,691,1,23,3,2,639,2,1,89,4,1,3,4,2,2725,21630,1,1,11,3,2,2,6,3,3,6,5,1,4,0
26,0,703,2,28,2,4,641,1,1,66,3,2,1,2,2,6272,7428,1,0,20,4,4,2,6,5,4,5,3,1,4,0
24,0,823,1,17,2,6,643,4,1,94,2,1,2,2,2,2127,9100,1,0,21,4,4,1,1,2,3,1,0,0,0,0
50,1,1246,3,3,3,2,644,1,1,99,3,5,6,2,2,18200,7999,1,0,11,3,3,1,32,2,3,32,5,10,7,0
25,0,622,2,13,1,2,645,2,1,40,3,1,7,3,2,2096,26376,1,0,11,3,3,0,7,1,3,7,4,0,6,0
24,1,1287,1,7,3,1,647,1,0,55,3,1,2,3,2,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2,1
30,1,448,2,12,4,1,648,2,1,74,2,1,7,1,2,2033,14470,1,0,18,3,3,1,1,2,4,1,0,0,0,1
34,0,254,1,1,2,1,649,2,1,83,2,1,3,4,2,3622,22794,1,1,13,3,4,1,6,3,3,6,5,1,3,0
31,0,1365,2,13,4,2,650,2,1,46,3,2,1,1,3,4233,11512,2,0,17,3,3,0,9,2,1,3,1,1,2,1
35,0,538,1,25,2,6,652,1,1,54,2,2,2,4,1,3681,14004,4,0,14,3,4,0,9,3,3,3,2,0,2,0
31,0,525,2,6,4,2,653,1,1,66,4,2,1,4,3,5460,6219,4,0,22,4,4,2,13,4,4,7,7,5,7,0
27,0,798,1,6,4,2,655,1,0,66,2,1,3,3,3,2187,5013,0,0,12,3,3,2,6,5,2,5,3,0,3,0
37,0,558,2,2,3,4,656,4,1,75,3,2,1,3,2,9602,3010,4,1,11,3,3,1,17,3,2,3,0,1,0,0
20,0,959,1,1,3,1,657,4,0,83,2,1,3,2,1,2836,11757,1,0,13,3,4,0,1,0,4,1,0,0,0,0
42,0,622,1,2,4,1,659,3,0,81,3,2,5,4,2,4089,5718,1,0,13,3,2,2,10,4,3,10,2,2,2,0
43,0,782,1,6,4,6,661,2,1,50,2,4,8,4,3,16627,2671,4,1,14,3,3,1,21,3,2,1,0,0,0,0
38,0,362,1,1,1,1,662,3,0,43,3,1,3,1,1,2619,14561,3,0,17,3,4,0,8,3,2,0,0,0,0,0
43,1,1001,1,9,5,2,663,4,1,72,3,2,2,3,3,5679,19627,3,1,13,3,2,1,10,3,3,8,7,4,7,0
48,0,1236,1,1,4,1,664,4,0,40,2,4,6,1,2,15402,17997,7,0,11,3,1,1,21,3,1,3,2,0,2,0
44,0,1112,3,1,4,1,665,1,0,50,2,2,3,3,1,5985,26894,4,0,11,3,2,0,10,1,4,2,2,0,2,0
34,0,204,2,14,3,5,666,3,0,31,3,1,7,3,3,2579,2912,1,1,18,3,4,2,8,3,3,8,2,0,6,0
27,0,1420,2,2,1,4,667,3,1,85,3,1,7,1,3,3041,16346,0,0,11,3,2,1,5,3,3,4,3,0,2,1
21,0,1343,2,22,1,5,669,3,1,49,3,1,7,3,1,3447,24444,1,0,11,3,3,0,3,2,3,3,2,1,2,0
44,0,1315,1,3,4,6,671,4,1,35,3,5,6,4,2,19513,9358,4,1,12,3,1,1,26,2,4,2,2,0,1,0
22,0,604,1,6,1,2,675,1,1,69,3,1,3,3,2,2773,12145,0,0,20,4,4,0,3,3,3,2,2,2,2,0
33,0,1216,2,8,4,4,677,3,1,39,3,2,1,3,3,7104,20431,0,0,12,3,4,0,6,3,3,5,0,1,2,0
32,0,646,1,9,4,1,679,1,0,92,3,2,3,4,2,6322,18089,1,1,12,3,4,1,6,2,2,6,4,0,5,0
30,1,160,1,3,3,2,680,3,0,71,3,1,3,3,3,2083,22653,1,0,20,4,3,1,1,2,3,1,0,0,0,0
53,0,238,2,1,1,2,682,4,0,34,3,2,1,1,1,8381,7507,7,0,20,4,4,0,18,2,4,14,7,8,10,0
34,0,1397,1,1,5,1,683,2,1,42,3,1,3,4,2,2691,7660,1,0,12,3,4,1,10,4,2,10,9,8,8,0
45,1,306,2,26,4,1,684,1,0,100,3,2,1,1,2,4286,5630,2,0,14,3,4,2,5,4,3,1,1,0,0,1
26,0,991,1,6,3,1,686,3,0,71,3,1,2,4,2,2659,17759,1,1,13,3,3,1,3,2,3,3,2,0,2,0
37,0,482,1,3,3,6,689,3,1,36,3,3,4,3,2,9434,9606,1,0,15,3,3,1,10,2,3,10,7,7,8,0
29,0,1176,2,3,2,2,690,2,0,62,3,2,1,3,2,5561,3487,1,0,14,3,1,1,6,5,2,6,0,1,2,0
35,0,1017,1,6,4,1,691,2,1,82,1,2,3,4,1,6646,19368,1,0,13,3,2,0,17,3,3,17,11,11,8,0
33,1,1296,1,6,3,1,692,3,1,30,3,2,5,4,3,7725,5335,3,0,23,4,3,1,15,2,1,13,11,4,7,0
54,0,397,3,19,4,2,698,3,1,88,3,3,3,2,2,10725,6729,2,0,15,3,3,1,16,1,4,9,7,7,1,0
36,0,913,1,9,2,2,699,2,1,48,2,2,4,2,3,8847,13934,2,1,11,3,3,1,13,2,3,3,2,0,2,0
27,0,1115,1,3,4,2,700,1,1,54,2,1,3,4,1,2045,15174,0,0,13,3,4,0,5,0,3,4,2,1,1,0
20,0,1362,1,10,1,2,701,4,1,32,3,1,3,3,1,1009,26999,1,1,11,3,4,0,1,5,3,1,0,1,1,1
33,1,1076,1,3,3,1,702,1,1,70,3,1,3,1,1,3348,3164,1,1,11,3,1,0,10,3,3,10,8,9,7,1
35,2,727,1,3,3,1,704,3,1,41,2,1,2,3,2,1281,16900,1,0,18,3,3,2,1,3,3,1,0,0,0,0
23,0,885,1,4,3,2,705,1,1,58,4,1,3,1,2,2819,8544,2,0,16,3,1,1,5,3,4,3,2,0,2,0
25,0,810,2,8,3,1,707,4,1,57,4,2,1,2,2,4851,15678,0,0,22,4,3,1,4,4,3,3,2,1,2,0
38,0,243,2,7,4,4,709,4,0,46,2,2,1,4,1,4028,7791,0,0,20,4,1,0,8,2,3,7,7,0,5,0
29,1,806,1,1,4,1,710,2,1,76,1,1,3,4,3,2720,18959,1,0,18,3,4,1,10,5,3,10,7,2,8,0
48,0,817,2,2,1,4,712,2,1,56,4,2,1,2,2,8120,18597,3,0,12,3,4,0,12,3,3,2,2,2,2,0
27,1,1410,2,3,1,2,714,4,0,71,4,2,1,4,3,4647,16673,1,1,20,4,2,2,6,3,3,6,5,0,4,0
37,0,1225,1,10,2,1,715,4,1,80,4,1,3,4,1,4680,15232,3,0,17,3,1,0,4,2,3,1,0,0,0,0
50,0,1207,1,28,1,2,716,4,1,74,4,1,2,3,2,3221,3297,1,1,11,3,3,3,20,3,3,20,8,3,8,0
34,0,1442,1,9,3,2,717,4,0,46,2,3,5,2,1,8621,17654,1,0,14,3,2,0,9,3,4,8,7,7,7,0
24,0,693,2,3,2,1,720,1,0,65,3,2,1,3,1,4577,24785,9,0,14,3,1,0,4,3,3,2,2,2,0,1
39,0,408,1,2,4,5,721,4,0,80,2,2,5,3,1,4553,20978,1,0,11,3,1,0,20,4,3,20,7,11,10,0
32,0,929,2,10,3,4,722,4,1,55,3,2,1,4,1,5396,21703,1,0,12,3,4,0,10,2,2,10,7,0,8,0
50,1,562,2,8,2,5,723,2,1,50,3,2,1,3,2,6796,23452,3,1,14,3,1,1,18,4,3,4,3,1,3,1
38,0,827,1,1,4,1,724,2,0,33,4,2,5,4,1,7625,19383,0,0,13,3,3,0,10,4,2,9,7,1,8,0
27,0,608,1,1,2,1,725,3,0,68,3,3,4,1,2,7412,6009,1,0,11,3,4,0,9,3,3,9,7,0,7,0
32,0,1018,1,3,2,1,727,3,0,39,3,3,8,4,1,11159,19373,3,0,15,3,4,0,10,6,3,7,7,7,7,0
47,0,703,2,14,4,4,728,4,1,42,3,2,1,1,1,4960,11825,2,0,12,3,4,0,20,2,3,7,7,1,7,0
40,1,580,2,5,4,1,729,4,1,48,2,3,1,1,2,10475,23772,5,1,21,4,3,1,20,2,3,18,13,1,12,0
53,0,970,1,7,3,1,730,3,1,59,4,4,8,3,2,14814,13514,3,0,19,3,3,0,32,3,3,5,1,1,3,0
41,0,427,3,10,4,3,731,2,1,73,2,5,6,4,3,19141,8861,3,0,15,3,2,3,23,2,2,21,6,12,6,0
60,0,1179,2,16,4,4,732,1,1,84,3,2,1,1,1,5405,11924,8,0,14,3,4,0,10,1,3,2,2,2,2,0
27,1,294,1,10,2,1,733,4,1,32,3,3,4,1,3,8793,4809,1,0,21,4,3,2,9,4,2,9,7,1,7,0
41,0,314,3,1,3,3,734,4,1,59,2,5,6,3,2,19189,19562,1,0,12,3,2,1,22,3,3,22,7,2,10,0
50,0,316,2,8,4,4,738,4,1,54,3,1,7,2,2,3875,9983,7,0,15,3,4,1,4,2,3,2,2,2,2,0
28,0,654,1,1,2,1,741,1,0,67,1,1,3,2,1,2216,3872,7,1,13,3,4,0,10,4,3,7,7,3,7,1
36,2,427,1,8,3,1,742,1,0,63,4,3,8,1,2,11713,20335,9,0,14,3,1,1,10,2,3,8,7,0,5,0
38,0,168,1,1,3,1,743,3,0,81,3,3,4,3,1,7861,15397,4,1,14,3,4,0,10,4,4,1,0,0,0,0
44,2,381,1,24,3,2,744,1,1,49,1,1,2,3,1,3708,2104,2,0,14,3,3,0,9,5,3,5,2,1,4,0
47,1,217,2,3,3,2,746,4,0,49,3,4,1,3,3,13770,10225,9,1,12,3,4,2,28,2,2,22,2,11,13,0
30,0,501,2,27,5,4,747,3,1,99,3,2,1,4,3,5304,25275,7,0,23,4,4,1,10,2,2,8,7,7,7,0
29,0,1396,2,10,3,1,749,3,1,99,3,1,7,3,1,2642,2755,1,0,11,3,3,0,1,6,3,1,0,0,0,0
42,1,933,1,19,3,2,752,3,1,57,4,1,3,3,3,2759,20366,6,1,12,3,4,0,7,2,3,2,2,2,2,1
43,1,775,2,15,3,1,754,4,1,47,2,2,1,4,2,6804,23683,3,0,18,3,3,1,7,5,3,2,2,2,2,0
34,0,970,1,8,2,2,757,2,0,96,3,2,5,3,1,6142,7360,3,0,11,3,4,0,10,2,3,5,1,4,3,0
23,0,650,1,9,1,2,758,2,1,37,3,1,2,1,2,2500,4344,1,0,14,3,4,1,5,2,4,4,3,0,2,0
39,0,141,3,3,3,3,760,3,0,44,4,2,3,2,2,6389,18767,9,0,15,3,3,1,12,3,1,8,3,3,6,0
56,0,832,1,9,3,2,762,3,1,81,3,4,5,4,2,11103,20420,7,0,11,3,3,0,30,1,2,10,7,1,1,0
40,0,804,1,2,1,2,763,4,0,86,2,1,3,4,1,2342,22929,0,1,20,4,4,0,5,2,2,4,2,2,3,0
27,0,975,1,7,3,2,764,4,0,55,2,2,5,1,1,6811,23398,8,0,19,3,1,0,9,2,1,7,6,0,7,0
29,0,1090,2,10,3,4,766,4,1,83,3,1,7,2,3,2297,17967,1,0,14,3,4,2,2,2,3,2,2,2,2,0
53,0,346,1,6,3,1,769,4,1,86,3,2,2,4,1,2450,10919,2,0,17,3,4,0,19,4,3,2,2,2,2,0
35,2,1225,1,2,4,1,771,4,0,61,3,2,5,1,3,5093,4761,2,0,11,3,1,1,16,2,4,1,0,0,0,0
32,1,430,1,24,4,1,772,1,1,80,3,2,2,4,2,5309,21146,1,0,15,3,4,2,10,2,3,10,8,4,7,0
38,0,268,1,2,5,2,773,4,1,92,3,1,3,3,2,3057,20471,6,1,13,3,2,1,6,0,1,1,0,0,1,0
34,0,167,1,8,5,1,775,2,0,32,3,2,4,1,3,5121,4187,3,0,14,3,3,1,7,3,3,0,0,0,0,0
52,0,621,2,3,4,4,776,3,1,31,2,4,6,1,2,16856,10084,1,0,11,3,1,0,34,3,4,34,6,1,16,0
33,0,527,1,1,4,6,780,4,1,63,3,1,3,4,1,2686,5207,1,1,13,3,3,0,10,2,2,10,9,7,8,1
25,0,883,2,26,1,2,781,3,0,32,3,2,1,4,1,6180,22807,1,0,23,4,2,0,6,5,2,6,5,1,4,0
45,0,954,2,2,2,5,783,2,1,46,1,2,7,3,1,6632,12388,0,0,13,3,1,0,9,3,3,8,7,3,1,0
23,0,310,1,10,1,2,784,1,1,79,4,1,3,3,1,3505,19630,1,0,18,3,4,0,2,3,3,2,2,0,2,0
47,1,719,2,27,2,1,785,2,0,77,4,2,1,3,1,6397,10339,4,1,12,3,4,0,8,2,3,5,4,1,3,1
34,0,304,2,2,3,6,786,4,1,60,3,2,1,4,1,6274,18686,1,0,22,4,3,0,6,5,3,6,5,1,4,0
55,0,725,1,2,3,2,787,4,1,78,3,5,6,1,2,19859,21199,5,1,13,3,4,1,24,2,3,5,2,1,4,1
36,2,1434,2,8,4,1,789,1,1,76,2,3,1,1,1,7587,14229,1,0,15,3,2,0,10,1,3,10,7,0,9,0
52,2,715,1,19,4,2,791,4,1,41,3,1,3,4,2,4258,26589,0,0,18,3,1,1,5,3,3,4,3,1,2,0
26,1,575,1,1,2,1,792,1,0,71,1,1,2,4,3,4364,5288,3,0,14,3,1,1,5,2,3,2,2,2,0,0
29,0,657,1,27,3,2,793,2,0,66,3,2,5,3,2,4335,25549,4,0,12,3,1,1,11,3,2,8,7,1,1,0
26,0,1146,2,8,3,5,796,4,1,38,2,2,1,1,1,5326,3064,6,0,17,3,3,0,6,2,2,4,3,1,2,1
34,0,182,1,1,4,1,797,2,0,72,4,1,3,4,1,3280,13551,2,0,16,3,3,0,10,2,3,4,2,1,3,0
54,0,376,1,19,4,2,799,4,0,95,3,2,4,1,3,5485,22670,9,1,11,3,2,2,9,4,3,5,3,1,4,0
27,1,829,2,8,1,4,800,3,1,84,3,2,1,4,2,4342,24008,0,0,19,3,2,1,5,3,3,4,2,1,1,0
37,0,571,1,10,1,1,802,4,0,82,3,1,3,1,3,2782,19905,0,1,13,3,2,2,6,3,2,5,3,4,3,0
38,1,240,1,2,4,1,803,1,0,75,4,2,4,1,1,5980,26085,6,1,12,3,4,0,17,2,3,15,7,4,12,0
34,0,121,1,2,4,2,804,3,0,86,2,1,3,1,1,4381,7530,1,0,11,3,3,0,6,3,3,6,5,1,3,0
35,0,384,2,8,4,1,805,1,0,72,3,1,7,4,2,2572,20317,1,0,16,3,2,1,3,1,2,3,2,0,2,0
30,0,921,1,1,3,1,806,4,1,38,1,1,2,3,2,3833,24375,3,0,21,4,3,2,7,2,3,2,2,0,2,0
40,1,791,1,2,2,2,807,3,0,38,4,2,5,2,2,4244,9931,1,0,24,4,4,1,8,2,3,8,7,3,7,0
34,0,1111,2,8,2,1,808,3,0,93,3,2,1,1,2,6500,13305,5,0,17,3,2,1,6,1,3,3,2,1,2,0
42,1,570,1,8,3,1,809,2,1,66,3,5,6,4,3,18430,16225,1,0,13,3,2,1,24,4,2,24,7,14,9,0
23,0,1243,1,6,3,1,811,3,1,63,4,1,2,1,2,1601,3445,1,1,21,4,3,2,1,2,3,0,0,0,0,1
24,2,1092,1,9,3,1,812,3,1,60,2,1,2,2,3,2694,26551,1,0,11,3,3,3,1,4,3,1,0,0,0,0
52,0,1325,1,11,4,1,813,4,0,82,3,2,2,3,2,3149,21821,8,0,20,4,2,1,9,3,3,5,2,1,4,0
50,0,691,1,2,3,2,815,3,1,64,3,4,8,3,2,17639,6881,5,0,16,3,4,0,30,3,3,4,3,0,3,0
29,0,805,1,1,2,1,816,2,0,36,2,1,2,1,2,2319,6689,1,1,11,3,4,1,1,1,3,1,0,0,0,1
33,0,213,1,7,3,2,817,3,1,49,3,3,8,3,2,11691,25995,0,0,11,3,4,0,14,3,4,13,9,3,7,0
33,0,118,2,16,3,4,819,1,0,69,3,2,1,1,1,5324,26507,5,0,15,3,3,0,6,3,3,3,2,0,2,1
47,0,202,1,2,2,6,820,3,0,33,3,4,6,4,2,16752,12982,1,1,11,3,3,1,26,3,2,26,14,3,0,0
36,0,676,1,1,3,6,823,3,0,35,3,2,4,2,2,5228,23361,0,0,15,3,1,1,10,2,3,9,7,0,5,0
29,0,1252,1,23,2,1,824,3,1,81,4,1,3,3,2,2700,23779,1,0,24,4,3,1,10,3,3,10,7,0,7,0
58,0,286,1,2,4,1,825,4,1,31,3,5,8,2,1,19246,25761,7,1,12,3,4,0,40,2,3,31,15,13,8,1
35,0,1258,1,1,4,1,826,4,0,40,4,1,3,3,1,2506,13301,3,0,13,3,3,0,7,0,3,2,2,2,2,0
42,0,932,1,1,2,1,827,4,0,43,2,2,4,4,2,6062,4051,9,1,13,3,4,1,8,4,3,4,3,0,2,0
28,0,890,1,2,4,2,828,3,1,46,3,1,3,3,1,4382,16374,6,0,17,3,4,0,5,3,2,2,2,2,1,1
36,0,1041,3,13,3,3,829,3,1,36,3,1,3,2,2,2143,25527,4,0,13,3,2,1,8,2,3,5,2,0,4,0
32,0,859,1,4,3,1,830,3,0,98,2,2,4,3,2,6162,19124,1,0,12,3,3,1,14,3,3,14,13,6,8,0
40,1,720,1,16,4,2,832,1,1,51,2,2,2,3,1,5094,11983,6,0,14,3,4,0,10,6,3,1,0,0,0,0
30,0,946,1,2,3,2,833,3,0,52,2,2,4,4,1,6877,20234,5,1,24,4,2,0,12,4,2,0,0,0,0,0
45,0,252,1,2,3,1,834,2,0,95,2,1,3,3,1,2274,6153,1,0,14,3,4,0,1,3,3,1,0,0,0,0
42,0,933,1,29,3,1,836,2,1,98,3,2,4,2,2,4434,11806,1,0,13,3,4,1,10,3,2,9,8,7,8,0
38,1,471,1,12,3,1,837,1,1,45,2,2,5,1,3,6288,4284,2,0,15,3,3,1,13,3,2,4,3,1,2,0
34,1,702,1,16,4,1,838,3,0,100,2,1,3,4,1,2553,8306,1,0,16,3,3,0,6,3,3,5,2,1,3,0
49,0,1184,2,11,3,4,840,3,0,43,3,3,1,4,2,7654,5860,1,0,18,3,1,2,9,3,4,9,8,7,7,1
55,0,436,2,2,1,2,842,3,1,37,3,2,1,4,1,5160,21519,4,0,16,3,3,0,12,3,2,9,7,7,3,1
43,0,589,1,14,2,1,843,2,1,94,3,4,8,1,2,17159,5200,6,0,24,4,3,1,22,3,3,4,1,1,0,0
27,0,269,1,5,1,5,844,3,1,42,2,3,8,4,3,12808,8842,1,1,16,3,2,1,9,3,3,9,8,0,8,0
35,0,950,1,7,3,6,845,3,1,59,3,3,4,3,1,10221,18869,3,0,21,4,2,0,17,3,4,8,5,1,6,0
28,0,760,2,2,4,4,846,2,0,81,3,2,1,2,2,4779,3698,1,1,20,4,1,0,8,2,3,8,7,7,5,0
34,0,829,3,3,2,3,847,3,1,88,3,1,3,4,2,3737,2243,0,0,19,3,3,1,4,1,1,3,2,0,2,0
26,1,887,1,5,2,2,848,3,0,88,2,1,3,3,2,2366,20898,1,1,14,3,1,1,8,2,3,8,7,1,7,1
27,2,443,1,3,3,2,850,4,1,50,3,1,3,4,2,1706,16571,1,0,11,3,3,3,0,6,2,0,0,0,0,0
51,0,1318,2,26,4,4,851,1,0,66,3,4,6,3,2,16307,5594,2,0,14,3,3,1,29,2,2,20,6,4,17,0
